bggid;name;rank;min_players;max_players;min_playtime;max_playtime;thumbnail;image
20551;Shogun;187;3;5;90;120;https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__thumb/img/BcVo6uokndgMSoFdIdEmgu-2C1o=/fit-in/200x150/filters:strip_icc()/pic3336315.jpg;https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__original/img/Yu1D0BNyavkX_SV8EK056FxfRsw=/0x0/filters:format(jpeg)/pic3336315.jpg
177678;Signorie;703;2;4;90;120;https://cf.geekdo-images.com/Nq7RZa78giIv6IdfPWCMvQ__thumb/img/-CUyKUt1lFJjpivhset1eX0Swso=/fit-in/200x150/filters:strip_icc()/pic2684003.jpg;https://cf.geekdo-images.com/Nq7RZa78giIv6IdfPWCMvQ__original/img/Yu4EM1Xl6KgxdSrrROspBLMKn3U=/0x0/filters:format(jpeg)/pic2684003.jpg
255037;Silk;4291;2;4;45;45;https://cf.geekdo-images.com/09W9RVgQH3iczXgNpc4t4A__thumb/img/7Gnu1fAzXwPA83uqNtMtd5fobvo=/fit-in/200x150/filters:strip_icc()/pic4232947.jpg;https://cf.geekdo-images.com/09W9RVgQH3iczXgNpc4t4A__original/img/Q9MMOtDDzodc6c93FWbM1UmBUG0=/0x0/filters:format(jpeg)/pic4232947.jpg
239964;Slam Burger;;4;8;0;0;https://cf.geekdo-images.com/wIdJWjYScBDpUbspXnLi-Q__thumb/img/X5IhQZnRE46D-vUlcvgw_s3Wp3I=/fit-in/200x150/filters:strip_icc()/pic3971558.jpg;https://cf.geekdo-images.com/wIdJWjYScBDpUbspXnLi-Q__original/img/-Fnc0Wj9b0fBUkLCQZu4VbABv0c=/0x0/filters:format(jpeg)/pic3971558.jpg
246684;Smartphone Inc.;698;1;5;60;90;https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__thumb/img/hJtPqShJYdb8DsdnTvpdkXrx-CU=/fit-in/200x150/filters:strip_icc()/pic4258616.jpg;https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__original/img/gGL8Fh-pFgTqB3lF-47ClLYLu8s=/0x0/filters:format(jpeg)/pic4258616.jpg
206802;Spaghetti;9667;2;4;20;30;https://cf.geekdo-images.com/c4TmP5Ea8M1oBqtdZR6evw__thumb/img/1jlo5FQLG37lZvT_9GGkPHOG8ow=/fit-in/200x150/filters:strip_icc()/pic3159338.jpg;https://cf.geekdo-images.com/c4TmP5Ea8M1oBqtdZR6evw__original/img/r8bJKyP3hmpvWvcw6Dro7IU4aUg=/0x0/filters:format(jpeg)/pic3159338.jpg
148228;Splendor;165;2;4;30;30;https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg;https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__original/img/Y2tUGY2nPTGd_epJYKQXPkQD8AM=/0x0/filters:format(jpeg)/pic1904079.jpg
121410;Steam Park;904;2;4;60;60;https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__thumb/img/zZNZq4mvxP9y-MxZQyeHvFsDhdk=/fit-in/200x150/filters:strip_icc()/pic2656302.jpg;https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__original/img/o98tRHk91X2oFIsYeyXvrJJixss=/0x0/filters:format(jpeg)/pic2656302.jpg
266980;Steamopolis;7214;1;4;60;100;https://cf.geekdo-images.com/qsklgT-nAk7ZIlkwDb2QJA__thumb/img/NOt5g9sFjMbnGxWDRsYWC9OhX78=/fit-in/200x150/filters:strip_icc()/pic4895869.jpg;https://cf.geekdo-images.com/qsklgT-nAk7ZIlkwDb2QJA__original/img/IFH3PcElq6E5xmEYiBANZ5MRqmk=/0x0/filters:format(jpeg)/pic4895869.jpg
204;Stephenson's Rocket;1236;2;4;60;60;https://cf.geekdo-images.com/ti-qlB8U-mds0ebW6qt5lA__thumb/img/SIquy8lqo62MojDnv5ZWDIVQY3A=/fit-in/200x150/filters:strip_icc()/pic3683645.jpg;https://cf.geekdo-images.com/ti-qlB8U-mds0ebW6qt5lA__original/img/Ybtu59ukKHEdmxJwCAfH0N-_ZH8=/0x0/filters:format(jpeg)/pic3683645.jpg
257669;Streaming;8750;3;5;30;30;https://cf.geekdo-images.com/XEMgh5_zLTTOjUa2Imz5RQ__thumb/img/hqWPdRz54unplRy1Upuahz2N3kc=/fit-in/200x150/filters:strip_icc()/pic4256163.jpg;https://cf.geekdo-images.com/XEMgh5_zLTTOjUa2Imz5RQ__original/img/O--5paShygLlG-_eGQIvTXAxiPM=/0x0/filters:format(jpeg)/pic4256163.jpg
186501;Super PACS;11719;2;4;30;60;https://cf.geekdo-images.com/DSDqBKtH7UYdDjC0OHNZ6A__thumb/img/qEVGzq_zOWN_geeaBZd6mB22Y9I=/fit-in/200x150/filters:strip_icc()/pic2853052.png;https://cf.geekdo-images.com/DSDqBKtH7UYdDjC0OHNZ6A__original/img/tTX_eV7kdt79iiVbaQvvpBKEUZo=/0x0/filters:format(png)/pic2853052.png
230514;Tadmor;8198;2;4;90;120;https://cf.geekdo-images.com/zssmP4Rk13IgwakFXsvnpQ__thumb/img/MIzz2Nm0p30-gJHGjZZTFssA2-g=/fit-in/200x150/filters:strip_icc()/pic3700717.jpg;https://cf.geekdo-images.com/zssmP4Rk13IgwakFXsvnpQ__original/img/Wk7ejUpBfJTGDphntf2ruYOGmU8=/0x0/filters:format(jpeg)/pic3700717.jpg
257722;Taiwan Formosa;10259;2;5;50;60;https://cf.geekdo-images.com/ooXXjQOb_k_13QLaFky-vg__thumb/img/5ZUYk_Mp20U3B1jL8ytL5X2v3IQ=/fit-in/200x150/filters:strip_icc()/pic4260229.jpg;https://cf.geekdo-images.com/ooXXjQOb_k_13QLaFky-vg__original/img/LWTFdSee3-80Skus_f5_ZqBiQc8=/0x0/filters:format(jpeg)/pic4260229.jpg
475;Taj Mahal;425;3;5;75;100;https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__thumb/img/Hl5F3BOBmcd-NmdNfkbDHbqheNo=/fit-in/200x150/filters:strip_icc()/pic4092498.jpg;https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__original/img/pUWU53usRd2ck1OAXApT5haZUW4=/0x0/filters:format(jpeg)/pic4092498.jpg
238889;Tales of the Northlands: The Sagas of Noggin the Nog;4156;1;4;120;150;https://cf.geekdo-images.com/p2ql7TP2Ltct7Bt9CIz_mw__thumb/img/B6QoG_NuqJrCSNnQEfYQKjkoKD4=/fit-in/200x150/filters:strip_icc()/pic4085724.jpg;https://cf.geekdo-images.com/p2ql7TP2Ltct7Bt9CIz_mw__original/img/h8TF-_a4sUAhJuNECV5Agt8VFn4=/0x0/filters:format(jpeg)/pic4085724.jpg
17161;Tempus;1971;3;5;60;120;https://cf.geekdo-images.com/HbByF3L0K1SdYldIlOJK_Q__thumb/img/2LMtuAl4hssI5FCi5VfpApvdBi0=/fit-in/200x150/filters:strip_icc()/pic218485.jpg;https://cf.geekdo-images.com/HbByF3L0K1SdYldIlOJK_Q__original/img/I5ptZKlYNda-RllUrHfDcdkGTlU=/0x0/filters:format(jpeg)/pic218485.jpg
120677;Terra Mystica;16;2;5;60;150;https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg;https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__original/img/_dZS7fVfdc4DhJPbqnDpwTT4uF0=/0x0/filters:format(jpeg)/pic5375624.jpg
272427;Terramara;1650;2;4;120;120;https://cf.geekdo-images.com/GShuHzw0HW7JhjBhbB6sRg__thumb/img/IHqGv8LVGQjPYUFE3Qymx7WeAq8=/fit-in/200x150/filters:strip_icc()/pic4583975.jpg;https://cf.geekdo-images.com/GShuHzw0HW7JhjBhbB6sRg__original/img/qZcoe2-I30FfzpUqWuSVlpq4J98=/0x0/filters:format(jpeg)/pic4583975.jpg
226322;That's a Question!;7006;3;6;30;30;https://cf.geekdo-images.com/MTGTksYC45yzbOB-UJdBTw__thumb/img/Pe10KxKTwYWeK_Ikgu0YJEsDdkk=/fit-in/200x150/filters:strip_icc()/pic3643950.jpg;https://cf.geekdo-images.com/MTGTksYC45yzbOB-UJdBTw__original/img/Mzb1d-T1X992LnjqdeqkMd4ewAc=/0x0/filters:format(jpeg)/pic3643950.jpg
261529;The Boldest;5761;2;5;30;90;https://cf.geekdo-images.com/2igp3-QEN6v2tZm-MwrEPA__thumb/img/l9Z4TQVVnEQomKQUoIqcL8_50eY=/fit-in/200x150/filters:strip_icc()/pic4328782.jpg;https://cf.geekdo-images.com/2igp3-QEN6v2tZm-MwrEPA__original/img/Xnlle7rdXuWecvCZqJIcaEhg73k=/0x0/filters:format(jpeg)/pic4328782.jpg
240567;Chocolate Factory;1952;1;4;45;90;https://cf.geekdo-images.com/BshwmBDyZyxqvdUOWjtReA__thumb/img/0IZPV_GCXZnOukPenSJndOl_XuE=/fit-in/200x150/filters:strip_icc()/pic4287283.jpg;https://cf.geekdo-images.com/BshwmBDyZyxqvdUOWjtReA__original/img/3T-3Nmq69fwuPdLhxuzz82mZXEk=/0x0/filters:format(jpeg)/pic4287283.jpg
13004;The Downfall of Pompeii;534;2;4;45;45;https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__thumb/img/Ii0rodwBgEzpHofswh32VECo1xk=/fit-in/200x150/filters:strip_icc()/pic1685805.jpg;https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__original/img/dH4prpq1jPIi9IS_7a44MlBm6J4=/0x0/filters:format(jpeg)/pic1685805.jpg
165884;The Festivals;;2;4;30;45;https://cf.geekdo-images.com/qnHWCkimYEoZOwFaqGq-cg__thumb/img/WcKLMon_D9Brmfuy4Ygn9V3mKBw=/fit-in/200x150/filters:strip_icc()/pic3526223.jpg;https://cf.geekdo-images.com/qnHWCkimYEoZOwFaqGq-cg__original/img/ghBfYhcshMYJSaTZm3eLPfou8YM=/0x0/filters:format(jpeg)/pic3526223.jpg
177875;The Last Spike;3823;2;6;45;45;https://cf.geekdo-images.com/reX2Hp3msu0Nejm1rvDprw__thumb/img/8EpFX7umb_RNNAj2GmTcBQ89TGQ=/fit-in/200x150/filters:strip_icc()/pic2520550.png;https://cf.geekdo-images.com/reX2Hp3msu0Nejm1rvDprw__original/img/QfEwvpFT__995o0W3nrVrwVwvtU=/0x0/filters:format(png)/pic2520550.png
283863;The Magnificent;981;1;4;60;90;https://cf.geekdo-images.com/6pci74DWc7U7XuwkfpEu2Q__thumb/img/K-X_5jjTMmesaFzFUoFOZu5p_AU=/fit-in/200x150/filters:strip_icc()/pic4871117.jpg;https://cf.geekdo-images.com/6pci74DWc7U7XuwkfpEu2Q__original/img/wrPl4ne51gvMUIeUuv56k02CUhE=/0x0/filters:format(jpeg)/pic4871117.jpg
193558;The Oracle of Delphi;562;2;4;70;100;https://cf.geekdo-images.com/B3wVBSgHz1SW3VfcwbNvIA__thumb/img/z5eHOpwpI70RpFsiFcciqxBtPyk=/fit-in/200x150/filters:strip_icc()/pic3126511.jpg;https://cf.geekdo-images.com/B3wVBSgHz1SW3VfcwbNvIA__original/img/gYJaqZ7p1H_KnGIhRK8UFXHzDYo=/0x0/filters:format(jpeg)/pic3126511.jpg
555;The Princes of Florence;178;2;5;75;100;https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__thumb/img/xTtSIhQQ2ktO5tvSq5jSx9z3O-8=/fit-in/200x150/filters:strip_icc()/pic1306997.jpg;https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__original/img/EK59Ujc2XKAg-gCDE90t0DGEoWM=/0x0/filters:format(jpeg)/pic1306997.jpg
257759;The River;2141;2;4;30;45;https://cf.geekdo-images.com/ZmxO1MJdYqWHsVGuy2elPw__thumb/img/BmmJISWrgSPXfvc8-IEtSgbkwcM=/fit-in/200x150/filters:strip_icc()/pic4283642.png;https://cf.geekdo-images.com/ZmxO1MJdYqWHsVGuy2elPw__original/img/TPB0H95Vej6ijSEop4b_HgaIwTY=/0x0/filters:format(png)/pic4283642.png
177538;The Sands of Time;6783;2;5;120;180;https://cf.geekdo-images.com/LwHaHWbX046OevM3TY23xg__thumb/img/ROKLsORG_5dX9BfPqDZNXHFBAB4=/fit-in/200x150/filters:strip_icc()/pic4050100.jpg;https://cf.geekdo-images.com/LwHaHWbX046OevM3TY23xg__original/img/4wGZTHDwBB0T5URzA0zju7-4NQg=/0x0/filters:format(jpeg)/pic4050100.jpg
1345;Genoa;684;2;5;60;120;https://cf.geekdo-images.com/qvdaFRXlvJ2e0Qzppl-QTg__thumb/img/6rmlx_FNiI_sxM82CNCpADlP2EQ=/fit-in/200x150/filters:strip_icc()/pic450409.jpg;https://cf.geekdo-images.com/qvdaFRXlvJ2e0Qzppl-QTg__original/img/ygHyecf3NtVjZYDEKpr9ABYpD5s=/0x0/filters:format(jpeg)/pic450409.jpg
282438;Throne of Allegoria;6650;2;4;60;120;https://cf.geekdo-images.com/8NUOhdthDz91Yo7-BwjF4g__thumb/img/c_N4-UaVxniHtIH5kEPO77aX9dw=/fit-in/200x150/filters:strip_icc()/pic4887959.jpg;https://cf.geekdo-images.com/8NUOhdthDz91Yo7-BwjF4g__original/img/V6YzTxdpDGlbqAW51T2Y9xvh7bA=/0x0/filters:format(jpeg)/pic4887959.jpg
21790;Thurn and Taxis;420;2;4;60;60;https://cf.geekdo-images.com/OlwMFxx9t6HGndTSKaWxhg__thumb/img/Fz4ZowJ6MyHSUTZv6XVPs5w4NM0=/fit-in/200x150/filters:strip_icc()/pic115300.jpg;https://cf.geekdo-images.com/OlwMFxx9t6HGndTSKaWxhg__original/img/SPiwIEJ1u6hBJtG4p4BrCgrPwDs=/0x0/filters:format(jpeg)/pic115300.jpg
215;Tichu;167;4;4;60;60;https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__thumb/img/5jkPnPGk5LWNzuW5GANPDLa4ZRA=/fit-in/200x150/filters:strip_icc()/pic5854968.png;https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__original/img/9ULfNvkyu0k1m0d63-Mk0k5e0MA=/0x0/filters:format(png)/pic5854968.png
9209;Ticket to Ride;171;2;5;30;60;https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__thumb/img/a9rsFV6KR0aun8GobhRU16aU8Kc=/fit-in/200x150/filters:strip_icc()/pic38668.jpg;https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__original/img/LgzEsQlF3xkSEQLoorc8ntiYiIY=/0x0/filters:format(jpeg)/pic38668.jpg
215463;Tokyo Highway;1982;2;2;30;50;https://cf.geekdo-images.com/HYD-FGWnz9wIQ7RpPzupbw__thumb/img/lNSXogJO9z9zyTvlLpXjElBmfMw=/fit-in/200x150/filters:strip_icc()/pic3290526.png;https://cf.geekdo-images.com/HYD-FGWnz9wIQ7RpPzupbw__original/img/yJgs3azGnqNdPx0akLW3R6059KI=/0x0/filters:format(png)/pic3290526.png
191877;Touria;4052;2;4;45;60;https://cf.geekdo-images.com/Olru6Ye7xFarwm9vnTN7aQ__thumb/img/iOcTdpvyxEsKOrRHFZJbzu54m40=/fit-in/200x150/filters:strip_icc()/pic3193547.jpg;https://cf.geekdo-images.com/Olru6Ye7xFarwm9vnTN7aQ__original/img/JHj2z2CD2u1RYc9TvUQ5cB75yeM=/0x0/filters:format(jpeg)/pic3193547.jpg
250754;Trade on the Tigris;3887;3;6;60;90;https://cf.geekdo-images.com/ZlfrYw7e_kx_p6owTP2w3g__thumb/img/PiU3-E6a3RSiLDcEmqmtgQwecX4=/fit-in/200x150/filters:strip_icc()/pic4226115.png;https://cf.geekdo-images.com/ZlfrYw7e_kx_p6owTP2w3g__original/img/o16XcYJTrm7s9PgCvQ0ZhsSdlaU=/0x0/filters:format(png)/pic4226115.png
175293;Trambahn;1410;2;2;30;45;https://cf.geekdo-images.com/3d-sq2Dmx1Xkt6w9rC0MmQ__thumb/img/obKY1axgFLxeBPgCRIHO6HVvZ4Y=/fit-in/200x150/filters:strip_icc()/pic2524793.jpg;https://cf.geekdo-images.com/3d-sq2Dmx1Xkt6w9rC0MmQ__original/img/nHzktlDPFJkL8_0_d7yXdVkJTTc=/0x0/filters:format(jpeg)/pic2524793.jpg
163805;Transatlantic;1323;2;4;60;120;https://cf.geekdo-images.com/3CfMSb-Ox3M-Aqcv7xjLCg__thumb/img/9gbeQCj9zxZE9JYryP35C2lCVtU=/fit-in/200x150/filters:strip_icc()/pic3727022.jpg;https://cf.geekdo-images.com/3CfMSb-Ox3M-Aqcv7xjLCg__original/img/CE9OXeh5I8H3n1HikCBfsFAFQkY=/0x0/filters:format(jpeg)/pic3727022.jpg
30957;Tribune: Primus Inter Pares;622;2;5;60;120;https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__thumb/img/sG_qGOhk9z6N0STHdQV4R3_akCI=/fit-in/200x150/filters:strip_icc()/pic413081.jpg;https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__original/img/J8VHW_g2gEhiBt0W_efsALkt35E=/0x0/filters:format(jpeg)/pic413081.jpg
281442;Trismegistus: The Ultimate Formula;784;1;4;90;120;https://cf.geekdo-images.com/3p7c-u4I9YpHRh1ET--7KQ__thumb/img/ls291pf29DbrptJQCLE_nD_Qa1Y=/fit-in/200x150/filters:strip_icc()/pic5373953.jpg;https://cf.geekdo-images.com/3p7c-u4I9YpHRh1ET--7KQ__original/img/XGFiRfH8Z9eygUDHgM7W4YNvspQ=/0x0/filters:format(jpeg)/pic5373953.jpg
219512;Tudor;3159;2;4;90;120;https://cf.geekdo-images.com/VN3vp3ovOPsqaiNjqvdDBA__thumb/img/4-lKH557Wmz1gGkHQujSrQgTrsA=/fit-in/200x150/filters:strip_icc()/pic4126652.png;https://cf.geekdo-images.com/VN3vp3ovOPsqaiNjqvdDBA__original/img/dniOod9ZfV_bzR_S6Y5lsqjSKKc=/0x0/filters:format(png)/pic4126652.png
126163;Tzolk'in: The Mayan Calendar;39;2;4;90;90;https://cf.geekdo-images.com/qM0qZaiTHOutr9cZZLqA1g__thumb/img/cxp5kqI0KggD9uJwWseBJj2zyZE=/fit-in/200x150/filters:strip_icc()/pic1413480.jpg;https://cf.geekdo-images.com/qM0qZaiTHOutr9cZZLqA1g__original/img/-xBboQR4Kur1QxKeJ9b_Ad28GqA=/0x0/filters:format(jpeg)/pic1413480.jpg
25420;Ur;3004;3;4;45;45;https://cf.geekdo-images.com/Fe7RkifyzwmHVrPgxrfHWw__thumb/img/ojlN8UWOBYhE9CkZCQLmGahs634=/fit-in/200x150/filters:strip_icc()/pic145204.jpg;https://cf.geekdo-images.com/Fe7RkifyzwmHVrPgxrfHWw__original/img/pITC1mwwBMlo9_Z8jsEgC_6rkrg=/0x0/filters:format(jpeg)/pic145204.jpg
41002;Vasco da Gama;609;2;4;60;120;https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__thumb/img/Lnsia_j2EpPeYTIeuEUNpHIk0ns=/fit-in/200x150/filters:strip_icc()/pic495883.jpg;https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__original/img/bmW65H5hdw8bPe_IT9o97YrS-Kg=/0x0/filters:format(jpeg)/pic495883.jpg
245371;Vejen;9549;2;4;60;120;https://cf.geekdo-images.com/w7qd0iHLhlGI0tLopJ79PA__thumb/img/pGZsRgMe_oNI9C3ytE5Mbaj7qVk=/fit-in/200x150/filters:strip_icc()/pic4314143.png;https://cf.geekdo-images.com/w7qd0iHLhlGI0tLopJ79PA__original/img/7kdZ64_PolmlvuAjdiqBAbW3Gc8=/0x0/filters:format(png)/pic4314143.png
172;For Sale;299;3;6;30;30;https://cf.geekdo-images.com/dJh9HkZC346NgPTAicJq_A__thumb/img/3cgW5aP-JJeKSpZMjA0NFheMnfY=/fit-in/200x150/filters:strip_icc()/pic1513085.jpg;https://cf.geekdo-images.com/dJh9HkZC346NgPTAicJq_A__original/img/6ib2NLakSlsf69WYwCOe9NNLcsc=/0x0/filters:format(jpeg)/pic1513085.jpg
2596;Villa Paletti;1767;2;4;30;30;https://cf.geekdo-images.com/RIl9xfBG7mGFNhWVLCrTlA__thumb/img/Gmqy6UppvoaPqecIQhyS_BgHd4s=/fit-in/200x150/filters:strip_icc()/pic168173.jpg;https://cf.geekdo-images.com/RIl9xfBG7mGFNhWVLCrTlA__original/img/logjE-X4m_BOtu_z0zmqTIpBExA=/0x0/filters:format(jpeg)/pic168173.jpg
175640;Vinhos Deluxe Edition;112;1;4;60;135;https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__thumb/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg;https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__original/img/_0ZWOmqFvL5UybNWgPIyioib3mQ=/0x0/filters:format(jpeg)/pic2649446.jpg
87120;Vintage;6051;2;4;60;120;https://cf.geekdo-images.com/zhpUh_nnhfhfcrW7rJOsug__thumb/img/0t3RAoyOrBcWHXF3LBkN8Z3HA_Q=/fit-in/200x150/filters:strip_icc()/pic1212455.jpg;https://cf.geekdo-images.com/zhpUh_nnhfhfcrW7rJOsug__original/img/7B2OLZsYCkvsJu07ZKKW4HIZL94=/0x0/filters:format(jpeg)/pic1212455.jpg
194690;Viral;1149;2;5;60;90;https://cf.geekdo-images.com/NeZO7t39b9_PM4juLEluSw__thumb/img/k6HQegk6BmEj3fuVF1bcRA8jFoY=/fit-in/200x150/filters:strip_icc()/pic3399864.jpg;https://cf.geekdo-images.com/NeZO7t39b9_PM4juLEluSw__original/img/IuSKAbgCefvOLsCfRlTemO0pea0=/0x0/filters:format(jpeg)/pic3399864.jpg
233867;Welcome To...;124;1;100;25;25;https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__thumb/img/e3bCyIvM1IOGFYnKGj2jIn5mbKY=/fit-in/200x150/filters:strip_icc()/pic3761012.jpg;https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__original/img/pb6XFQZFUNOr6OPysOHB3usVDFk=/0x0/filters:format(jpeg)/pic3761012.jpg
229265;Wendake;885;1;4;60;120;https://cf.geekdo-images.com/N_oaV30_ImihsgPhYAUyiQ__thumb/img/5Ux0lbcU6kZPSGW3SpKFQhdw9ww=/fit-in/200x150/filters:strip_icc()/pic4110410.jpg;https://cf.geekdo-images.com/N_oaV30_ImihsgPhYAUyiQ__original/img/BfzNBdQu-iHq3nA9Dfnwhz06EyQ=/0x0/filters:format(jpeg)/pic4110410.jpg
221318;Whistle Stop;917;2;5;75;75;https://cf.geekdo-images.com/lqMkVVt-crNAadXFzL1Rnw__thumb/img/HZAtWOABMFpGzvT3CIO64DD_L2Q=/fit-in/200x150/filters:strip_icc()/pic3472683.jpg;https://cf.geekdo-images.com/lqMkVVt-crNAadXFzL1Rnw__original/img/hShzCnIkAaDKwxCYocoX_ANz6Gk=/0x0/filters:format(jpeg)/pic3472683.jpg
266192;Wingspan;20;1;5;40;70;https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__thumb/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg;https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__original/img/cI782Zis9cT66j2MjSHKJGnFPNw=/0x0/filters:format(jpeg)/pic4458123.jpg
79068;Wrong Chemistry;5851;2;4;30;30;https://cf.geekdo-images.com/mnat2HzKzebN2kUzdH4_eQ__thumb/img/XzVgC49PNEUiMXz4jrFOpRUMuGY=/fit-in/200x150/filters:strip_icc()/pic2887789.jpg;https://cf.geekdo-images.com/mnat2HzKzebN2kUzdH4_eQ__original/img/F58t_UgQ6Uz1Brjl3c3Uqq6tSF4=/0x0/filters:format(jpeg)/pic2887789.jpg
266460;Yinzi;3402;2;4;100;180;https://cf.geekdo-images.com/9NH9TLeVaY9k5R8v3Tl_0w__thumb/img/ozHXN3TdUvf0XM0icsm4Du8bl9g=/fit-in/200x150/filters:strip_icc()/pic4437886.jpg;https://cf.geekdo-images.com/9NH9TLeVaY9k5R8v3Tl_0w__original/img/hH0_5bDfyE0XldBT0V8zV59zPKA=/0x0/filters:format(jpeg)/pic4437886.jpg
32996;Yucatán;17434;2;4;45;60;https://cf.geekdo-images.com/p8atNUKbbVfbdEfdVHqMzw__thumb/img/EUjbBJl25Vyblel3WFE1Pa30ogM=/fit-in/200x150/filters:strip_icc()/pic361971.jpg;https://cf.geekdo-images.com/p8atNUKbbVfbdEfdVHqMzw__original/img/GsnTZZAGKqpOUMwO68LvH4U3e1Q=/0x0/filters:format(jpeg)/pic361971.jpg
283294;Yukon Airways;1749;1;4;60;90;https://cf.geekdo-images.com/mlIbxA4RlBjCSudcbtVqNw__thumb/img/skLNV-ftYo44rvt3D3DKdykv_eY=/fit-in/200x150/filters:strip_icc()/pic4830567.jpg;https://cf.geekdo-images.com/mlIbxA4RlBjCSudcbtVqNw__original/img/dMT0fBntaHlAZaeSmLeZSjKXWfI=/0x0/filters:format(jpeg)/pic4830567.jpg
160495;ZhanGuo;515;2;4;60;120;https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__thumb/img/80v16ohwO4WQNiR6Yoo_9IHI2NY=/fit-in/200x150/filters:strip_icc()/pic2242246.jpg;https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__original/img/nq95-sVAgp9Hc4nNi8UMrJt2LFw=/0x0/filters:format(jpeg)/pic2242246.jpg
